admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A12345_m2a,GHG_B12345_m2a,GHG_B1234567_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN
CSTB95,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,264.87,n/a,0-5000,10,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,59,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,146555.46,n/a,11.06621814,13.917,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.397598822,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.292180315,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.0531725,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.472474799,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.270340922,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB96,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,373.39,n/a,0-5000,15,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,56,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,202862.18,n/a,10.86596749,13.188,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.39422052,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.256663542,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.921666354,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.471793031,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.241304266,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB97,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,264.87,n/a,0-5000,10,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,59,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,146555.46,n/a,11.06621814,13.917,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.397598822,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.292180315,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.0531725,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.472474799,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.270340922,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB98,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,131,n/a,0-5000,2.19,2,1,massive brick,Gable or saddle roof,n/a,1,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,79369.03,n/a,12.11740916,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.505632061,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.28449313,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.096430534,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.815810687,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.659441221,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.57991145,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB99,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,120,n/a,0-5000,2.07,0,0,frame wood,Gable or saddle roof,n/a,3,n/a,n/a,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,70001.78,n/a,11.66696333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.68281,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.873653333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.833571667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.349465,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.344826667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.581643333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB100,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,88,n/a,0-5000,1.86,0,0,massive brick,Gable or saddle roof,n/a,2,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,49976.67,n/a,11.35833409,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.928209091,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.819788636,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.964840909,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.381013636,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.679963636,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.583163636,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB101,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,180,n/a,0-5000,2.54,2,0,massive brick,Other,n/a,1,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,108066.56,n/a,12.00739556,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.410944444,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.022678889,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.748968889,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5884,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.654713333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.579162222,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB102,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,166,n/a,0-5000,2.41,0,0,massive brick,Other,n/a,2,n/a,n/a,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,92484.54,n/a,11.14271566,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.691073494,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.439980723,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.503480723,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.277678313,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.651180723,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.57860241,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB103,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,158,n/a,0-5000,2.38,2,1,massive brick,Other,n/a,2,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,89255.17,n/a,11.29812278,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.200978481,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.97953038,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.475018987,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.270344304,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.648417722,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.578164557,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB104,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,135,n/a,0-5000,2.21,2,0,massive brick,Gable or saddle roof,n/a,1,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,70201.03,n/a,10.40015259,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.417577778,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.025767407,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.049503704,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.492736296,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.663524444,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.580558519,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB105,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,183,n/a,0-5000,2.56,2,1,massive brick,Flat roof,n/a,2,n/a,35.8,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,104256.67,n/a,11.39417158,7.4303,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.77836612,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.349554098,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.703209836,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.194260109,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6626,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.580412022,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB106,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,181,n/a,0-5000,2.55,2,0,massive brick,Other,n/a,0,n/a,39.5,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,103233.4,n/a,11.40700552,8.0378,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.137390055,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.419814365,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.328998895,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.282486188,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.657977901,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.579679558,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB107,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,312,n/a,0-5000,7.95,9,0,massive brick,Other,n/a,3,n/a,n/a,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,158081.73,n/a,10.13344423,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.354572436,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.597660256,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.696892308,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.754647436,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.193200641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.640635897,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB108,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,312,n/a,0-5000,7.95,9,0,massive brick,Other,n/a,3,n/a,n/a,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,159140.1,n/a,10.20128846,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.339263462,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.694208974,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.696892308,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.741252564,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.193200641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.640635897,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB109,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,290,n/a,0-5000,7.67,9,0,massive brick,Other,n/a,3,n/a,n/a,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,148539.95,n/a,10.24413448,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.350990345,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.640163448,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.689154483,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.733502759,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.225666897,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64086069,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
